ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
Geez-1_all-1-1,Geez-1_all-1,kʷɨllu,1_all-A,false,expert,Kitchen2009,,,
Tigre-1_all-1-1,Tigre-1_all-1,kɨllu,1_all-A,false,expert,Kitchen2009,,,
Tigrinya-1_all-1-1,Tigrinya-1_all-1,kullu,1_all-A,false,expert,Kitchen2009,,,
Amharic-1_all-1-1,Amharic-1_all-1,hullu,1_all-A,false,expert,Kitchen2009,,,
Argobba-1_all-1-1,Argobba-1_all-1,diyyu,1_all-B,false,expert,Kitchen2009,,,
Harari-1_all-1-1,Harari-1_all-1,kulluzo:m,1_all-A,false,expert,Kitchen2009,,,
Zway-1_all-1-1,Zway-1_all-1,hullɨn,1_all-A,false,expert,Kitchen2009,,,
Walani-1_all-1-1,Walani-1_all-1,ullImka,1_all-A,false,expert,Kitchen2009,,,
Gafat-1_all-1-1,Gafat-1_all-1,yɨlho,1_all-C,false,expert,Kitchen2009,,,
Soddo-1_all-1-1,Soddo-1_all-1,kullɨmu,1_all-A,false,expert,Kitchen2009,,,
Mesqan-1_all-1-1,Mesqan-1_all-1,ɨnɛmɔ,1_all-A,false,expert,Kitchen2009,,,
Innemor-1_all-1-1,Innemor-1_all-1,ɨnnɨ,1_all-A,false,expert,Kitchen2009,,,
Mesmes-1_all-1-1,Mesmes-1_all-1,ɔt'tɛmi,1_all-D,false,expert,Kitchen2009,,,
Geto-1_all-1-1,Geto-1_all-1,ɨnnɨm,1_all-A,false,expert,Kitchen2009,,,
Chaha-1_all-1-1,Chaha-1_all-1,ɨnnɨm,1_all-A,false,expert,Kitchen2009,,,
Hebrew-1_all-1-1,Hebrew-1_all-1,kol,1_all-A,false,expert,Kitchen2009,,,
Ugaritic-1_all-1-1,Ugaritic-1_all-1,kl,1_all-A,false,expert,Kitchen2009,,,
Aramaic-1_all-1-1,Aramaic-1_all-1,kul,1_all-A,false,expert,Kitchen2009,,,
Akkadian-1_all-1-1,Akkadian-1_all-1,kalu,1_all-A,false,expert,Kitchen2009,,,
Mehri-1_all-1-1,Mehri-1_all-1,kal,1_all-A,false,expert,Kitchen2009,,,
Gibbali-1_all-1-1,Gibbali-1_all-1,kal,1_all-A,false,expert,Kitchen2009,,,
Soqotri-1_all-1-1,Soqotri-1_all-1,fahre,1_all-D,false,expert,Kitchen2009,,,
Harsusi-1_all-1-1,Harsusi-1_all-1,faxreh,1_all-D,false,expert,Kitchen2009,,,
MoroccanArabic-1_all-1-1,MoroccanArabic-1_all-1,koll,1_all-A,false,expert,Kitchen2009,,,
OgadenArabic-1_all-1-1,OgadenArabic-1_all-1,kull,1_all-A,false,expert,Kitchen2009,,,
Geez-2_ashes-1-1,Geez-2_ashes-1,ħamɛd,2_ashes-A,false,expert,Kitchen2009,,,
Tigre-2_ashes-1-1,Tigre-2_ashes-1,ba:rɨh,2_ashes-B,false,expert,Kitchen2009,,,
Tigrinya-2_ashes-1-1,Tigrinya-2_ashes-1,ħamuxwusti,2_ashes-C,false,expert,Kitchen2009,,,
Amharic-2_ashes-1-1,Amharic-2_ashes-1,amɛd,2_ashes-A,false,expert,Kitchen2009,,,
Argobba-2_ashes-1-1,Argobba-2_ashes-1,ħamɛd,2_ashes-A,false,expert,Kitchen2009,,,
Harari-2_ashes-1-1,Harari-2_ashes-1,ħamɛd,2_ashes-A,false,expert,Kitchen2009,,,
Zway-2_ashes-1-1,Zway-2_ashes-1,hamɛd,2_ashes-A,false,expert,Kitchen2009,,,
Walani-2_ashes-1-1,Walani-2_ashes-1,amɛd,2_ashes-A,false,expert,Kitchen2009,,,
Soddo-2_ashes-1-1,Soddo-2_ashes-1,amɛd,2_ashes-A,false,expert,Kitchen2009,,,
Mesqan-2_ashes-1-1,Mesqan-2_ashes-1,aməd,2_ashes-A,false,expert,Kitchen2009,,,
Innemor-2_ashes-1-1,Innemor-2_ashes-1,amɛnd,2_ashes-A,false,expert,Kitchen2009,,,
Mesmes-2_ashes-1-1,Mesmes-2_ashes-1,hawɛnda,2_ashes-A,false,expert,Kitchen2009,,,
Geto-2_ashes-1-1,Geto-2_ashes-1,amɛd,2_ashes-A,false,expert,Kitchen2009,,,
Chaha-2_ashes-1-1,Chaha-2_ashes-1,amɛd,2_ashes-A,false,expert,Kitchen2009,,,
Hebrew-2_ashes-1-1,Hebrew-2_ashes-1,epher,2_ashes-D,false,expert,Kitchen2009,,,
Ugaritic-2_ashes-1-1,Ugaritic-2_ashes-1,mr,2_ashes-E,false,expert,Kitchen2009,,,
Aramaic-2_ashes-1-1,Aramaic-2_ashes-1,k'eƭ'm',2_ashes-F,false,expert,Kitchen2009,,,
Akkadian-2_ashes-1-1,Akkadian-2_ashes-1,turmru,2_ashes-F,false,expert,Kitchen2009,,,
Mehri-2_ashes-1-1,Mehri-2_ashes-1,rmiǀd,2_ashes-H,false,expert,Kitchen2009,,,
Gibbali-2_ashes-1-1,Gibbali-2_ashes-1,riʟd,2_ashes-H,false,expert,Kitchen2009,,,
Soqotri-2_ashes-1-1,Soqotri-2_ashes-1,riimid,2_ashes-G,false,expert,Kitchen2009,,,
Harsusi-2_ashes-1-1,Harsusi-2_ashes-1,remed,2_ashes-G,false,expert,Kitchen2009,,,
MoroccanArabic-2_ashes-1-1,MoroccanArabic-2_ashes-1,rmad,2_ashes-G,false,expert,Kitchen2009,,,
OgadenArabic-2_ashes-1-1,OgadenArabic-2_ashes-1,rama:d,2_ashes-G,false,expert,Kitchen2009,,,
Geez-3_barktree-1-1,Geez-3_barktree-1,lɨhɨs',3_barktree-A,false,expert,Kitchen2009,,,
Tigre-3_barktree-1-1,Tigre-3_barktree-1,k'araf,3_barktree-B,false,expert,Kitchen2009,,,
Tigrinya-3_barktree-1-1,Tigrinya-3_barktree-1,lɨħs'ɪ,3_barktree-A,false,expert,Kitchen2009,,,
Amharic-3_barktree-1-1,Amharic-3_barktree-1,lɨt',3_barktree-A,false,expert,Kitchen2009,,,
Argobba-3_barktree-1-1,Argobba-3_barktree-1,lit'ɔ,3_barktree-A,false,expert,Kitchen2009,,,
Harari-3_barktree-1-1,Harari-3_barktree-1,lit',3_barktree-A,false,expert,Kitchen2009,,,
Zway-3_barktree-1-1,Zway-3_barktree-1,k'ɛ:nc'e,3_barktree-C,false,expert,Kitchen2009,,,
Walani-3_barktree-1-1,Walani-3_barktree-1,bossɛ,3_barktree-D,false,expert,Kitchen2009,,,
Soddo-3_barktree-1-1,Soddo-3_barktree-1,k'ərfit,3_barktree-B,false,expert,Kitchen2009,,,
Mesqan-3_barktree-1-1,Mesqan-3_barktree-1,milɛc'ɛ,3_barktree-E,false,expert,Kitchen2009,,,
Innemor-3_barktree-1-1,Innemor-3_barktree-1,xa:ra,3_barktree-G,false,expert,Kitchen2009,,,
Mesmes-3_barktree-1-1,Mesmes-3_barktree-1,ha:nna,3_barktree-F,false,expert,Kitchen2009,,,
Geto-3_barktree-1-1,Geto-3_barktree-1,xara,3_barktree-G,false,expert,Kitchen2009,,,
Chaha-3_barktree-1-1,Chaha-3_barktree-1,xara,3_barktree-G,false,expert,Kitchen2009,,,
Hebrew-3_barktree-1-1,Hebrew-3_barktree-1,k'elip:ah,3_barktree-H,false,expert,Kitchen2009,,,
Ugaritic-3_barktree-1-1,Ugaritic-3_barktree-1,k'lapthaʔ,3_barktree-H,false,expert,Kitchen2009,,,
Aramaic-3_barktree-1-1,Aramaic-3_barktree-1,k'irfah,3_barktree-B,false,expert,Kitchen2009,,,
Akkadian-3_barktree-1-1,Akkadian-3_barktree-1,k'ulpu,3_barktree-H,false,expert,Kitchen2009,,,
Mehri-3_barktree-1-1,Mehri-3_barktree-1,k'aɬiǀr,3_barktree-I,false,expert,Kitchen2009,,,
Gibbali-3_barktree-1-1,Gibbali-3_barktree-1,k'aɬor,3_barktree-J,false,expert,Kitchen2009,,,
Harsusi-3_barktree-1-1,Harsusi-3_barktree-1,kesir,3_barktree-I,false,expert,Kitchen2009,,,
MoroccanArabic-3_barktree-1-1,MoroccanArabic-3_barktree-1,k'eʃra,3_barktree-I,false,expert,Kitchen2009,,,
OgadenArabic-3_barktree-1-1,OgadenArabic-3_barktree-1,jaza9,3_barktree-K,false,expert,Kitchen2009,,,
Geez-4_belly-1-1,Geez-4_belly-1,7ɨngɨdɛ7a,4_belly-A,false,expert,Kitchen2009,,,
Tigre-4_belly-1-1,Tigre-4_belly-1,kabɨd,4_belly-B,false,expert,Kitchen2009,,,
Tigrinya-4_belly-1-1,Tigrinya-4_belly-1,kɛbdi,4_belly-B,false,expert,Kitchen2009,,,
Argobba-4_belly-1-1,Argobba-4_belly-1,kɛrs,4_belly-C,false,expert,Kitchen2009,,,
Harari-4_belly-1-1,Harari-4_belly-1,k'ɛrfit,4_belly-D,false,expert,Kitchen2009,,,
Walani-4_belly-1-1,Walani-4_belly-1,dɛl,4_belly-E,false,expert,Kitchen2009,,,
Gafat-4_belly-1-1,Gafat-4_belly-1,ɨrsɛ,4_belly-F,false,expert,Kitchen2009,,,
Soddo-4_belly-1-1,Soddo-4_belly-1,kərs,4_belly-C,false,expert,Kitchen2009,,,
Mesqan-4_belly-1-1,Mesqan-4_belly-1,dən,4_belly-E,false,expert,Kitchen2009,,,
Innemor-4_belly-1-1,Innemor-4_belly-1,kɛs,4_belly-C,false,expert,Kitchen2009,,,
Mesmes-4_belly-1-1,Mesmes-4_belly-1,kɔssa,4_belly-C,false,expert,Kitchen2009,,,
Geto-4_belly-1-1,Geto-4_belly-1,dɛn,4_belly-E,false,expert,Kitchen2009,,,
Chaha-4_belly-1-1,Chaha-4_belly-1,dɛn,4_belly-E,false,expert,Kitchen2009,,,
Hebrew-4_belly-1-1,Hebrew-4_belly-1,bet'en,4_belly-G,false,expert,Kitchen2009,,,
Ugaritic-4_belly-1-1,Ugaritic-4_belly-1,kbd,4_belly-B,false,expert,Kitchen2009,,,
Aramaic-4_belly-1-1,Aramaic-4_belly-1,karsa,4_belly-C,false,expert,Kitchen2009,,,
Akkadian-4_belly-1-1,Akkadian-4_belly-1,karʃa,4_belly-C,false,expert,Kitchen2009,,,
Mehri-4_belly-1-1,Mehri-4_belly-1,hoofel,4_belly-H,false,expert,Kitchen2009,,,
Gibbali-4_belly-1-1,Gibbali-4_belly-1,ʂcfci,4_belly-I,false,expert,Kitchen2009,,,
Soqotri-4_belly-1-1,Soqotri-4_belly-1,meǀr,4_belly-J,false,expert,Kitchen2009,,,
Harsusi-4_belly-1-1,Harsusi-4_belly-1,hofel,4_belly-H,false,expert,Kitchen2009,,,
MoroccanArabic-4_belly-1-1,MoroccanArabic-4_belly-1,kerʃ,4_belly-C,false,expert,Kitchen2009,,,
OgadenArabic-4_belly-1-1,OgadenArabic-4_belly-1,batin,4_belly-G,false,expert,Kitchen2009,,,
Geez-5_big-1-1,Geez-5_big-1,9abiyy,5_big-A,false,expert,Kitchen2009,,,
Tigre-5_big-1-1,Tigre-5_big-1,9abi,5_big-A,false,expert,Kitchen2009,,,
Tigrinya-5_big-1-1,Tigrinya-5_big-1,9abiyyi,5_big-A,false,expert,Kitchen2009,,,
Amharic-5_big-1-1,Amharic-5_big-1,tɨllɨk',5_big-B,false,expert,Kitchen2009,,,
Argobba-5_big-1-1,Argobba-5_big-1,nɛham,5_big-C,false,expert,Kitchen2009,,,
Harari-5_big-1-1,Harari-5_big-1,gidi:r,5_big-D,false,expert,Kitchen2009,,,
Zway-5_big-1-1,Zway-5_big-1,gɪ:di:r,5_big-D,false,expert,Kitchen2009,,,
Walani-5_big-1-1,Walani-5_big-1,egədɛrɛ,5_big-D,false,expert,Kitchen2009,,,
Gafat-5_big-1-1,Gafat-5_big-1,ɨmmunɛ,5_big-E,false,expert,Kitchen2009,,,
Soddo-5_big-1-1,Soddo-5_big-1,ma:lɛk',5_big-F,false,expert,Kitchen2009,,,
Mesqan-5_big-1-1,Mesqan-5_big-1,wɛdɛl,5_big-G,false,expert,Kitchen2009,,,
Innemor-5_big-1-1,Innemor-5_big-1,nu7,5_big-H,false,expert,Kitchen2009,,,
Mesmes-5_big-1-1,Mesmes-5_big-1,k'ɔk'ɔ,5_big-I,false,expert,Kitchen2009,,,
Geto-5_big-1-1,Geto-5_big-1,nɨk,5_big-J,false,expert,Kitchen2009,,,
Chaha-5_big-1-1,Chaha-5_big-1,nɨk,5_big-J,false,expert,Kitchen2009,,,
Hebrew-5_big-1-1,Hebrew-5_big-1,gadhol,5_big-K,false,expert,Kitchen2009,,,
Ugaritic-5_big-1-1,Ugaritic-5_big-1,gdl,5_big-K,false,expert,Kitchen2009,,,
Aramaic-5_big-1-1,Aramaic-5_big-1,rabba,5_big-L,false,expert,Kitchen2009,,,
Akkadian-5_big-1-1,Akkadian-5_big-1,rabu,5_big-L,false,expert,Kitchen2009,,,
Mehri-5_big-1-1,Mehri-5_big-1,ɬoox,5_big-N,false,expert,Kitchen2009,,,
Gibbali-5_big-1-1,Gibbali-5_big-1,ʔib,5_big-O,false,expert,Kitchen2009,,,
Soqotri-5_big-1-1,Soqotri-5_big-1,ʕiik'er,5_big-P,false,expert,Kitchen2009,,,
Harsusi-5_big-1-1,Harsusi-5_big-1,nob,5_big-Q,false,expert,Kitchen2009,,,
